SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,address
SAINT HILDA'S PRIMARY SCHOOL,2,TAMPINES AVENUE 3,SAINT HILDA'S PRIMARY SCHOOL,2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL SINGAPORE 529706,529706,39539.3839146122,36833.9711756017,1.34938565036336,103.937007133662,2    Tampines Ave 3
SAINT HILDA'S PRIMARY SCHOOL (U/C),2,TAMPINES AVENUE 3,SAINT HILDA'S PRIMARY SCHOOL (U/C),2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL (U/C) SINGAPORE 529706,529706,39641.0330356695,36830.0272573233,1.34934994368496,103.937920511812,2    Tampines Ave 3
YMCA STUDENT CARE CENTRE @ ST. HILDA'S,2,TAMPINES AVENUE 3,YMCA STUDENT CARE CENTRE @ ST. HILDA'S,2 TAMPINES AVENUE 3 YMCA STUDENT CARE CENTRE @ ST. HILDA'S SINGAPORE 529706,529706,39523.6433523595,36829.9848821461,1.34934960586367,103.936865693533,2    Tampines Ave 3
SAINT HILDA'S SECONDARY SCHOOL,2,TAMPINES STREET 82,SAINT HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82 SAINT HILDA'S SECONDARY SCHOOL SINGAPORE 528986,528986,39606.2556369342,36873.0704489276,1.34973922385379,103.937608032148,2    TAMPINES STREET 82
SAINT JOSEPH'S INSTITUTION,38,MALCOLM ROAD,SAINT JOSEPH'S INSTITUTION,38 MALCOLM ROAD SAINT JOSEPH'S INSTITUTION SINGAPORE 308274,308274,27463.6263318341,33988.3560766336,1.32365313490152,103.828498974985,38   MALCOLM ROAD
MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR),3,ESSEX ROAD,MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR),3 ESSEX ROAD MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR) SINGAPORE 309331,309331,29370.5121512143,33342.7815418858,1.31781476118551,103.845633334522,3    ESSEX ROAD
SAINT JOSEPH'S INSTITUTION JUNIOR,3,ESSEX ROAD,SAINT JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD SAINT JOSEPH'S INSTITUTION JUNIOR SINGAPORE 309331,309331,29368.130666255,33333.2553599048,1.31772860986913,103.845611935235,3    ESSEX ROAD
SAINT MARGARET'S PRIMARY SCHOOL,2,MATTAR ROAD,SAINT MARGARET'S PRIMARY SCHOOL,2 MATTAR ROAD SAINT MARGARET'S PRIMARY SCHOOL SINGAPORE 387724,387724,33376.0018041981,34070.0528455041,1.32439150290682,103.881624837373,2    Mattar Road
YMCA STUDENT CARE CENTRE @ ST MARGARET'S,2,MATTAR ROAD,YMCA STUDENT CARE CENTRE @ ST MARGARET'S,2 MATTAR ROAD YMCA STUDENT CARE CENTRE @ ST MARGARET'S SINGAPORE 387724,387724,33379.7721355902,34066.6759070978,1.32436096241691,103.881658715222,2    Mattar Road
SAINT JOHN'S CHAPEL,111,FARRER ROAD,SAINT JOHN'S CHAPEL,111 FARRER ROAD SAINT JOHN'S CHAPEL SINGAPORE 259240,259240,25360.6020710841,33559.5041493345,1.31977464050584,103.809602215402,111  FARRER ROAD
SAINT MARGARET'S SCHOOL (SECONDARY),111,FARRER ROAD,SAINT MARGARET'S SCHOOL (SECONDARY),111 FARRER ROAD SAINT MARGARET'S SCHOOL (SECONDARY) SINGAPORE 259240,259240,25399.434259722,33591.9655932952,1.32006821363359,103.80995114006,111  FARRER ROAD
SAINT PATRICK'S SCHOOL,490,EAST COAST ROAD,SAINT PATRICK'S SCHOOL,490 EAST COAST ROAD SAINT PATRICK'S SCHOOL SINGAPORE 429058,429058,37383.9909570096,32244.7789235692,1.30788341871801,103.917638193713,490  EAST COAST ROAD
SAINT STEPHEN'S SCHOOL,20,SIGLAP VIEW,SAINT STEPHEN'S SCHOOL,20 SIGLAP VIEW SAINT STEPHEN'S SCHOOL SINGAPORE 455789,455789,37341.652827817,33450.7695051655,1.31878997295135,103.917258129598,20   SIGLAP VIEW
YMCA STUDENT CARE CENTRE @ ST. STEPHEN'S,20,SIGLAP VIEW,YMCA STUDENT CARE CENTRE @ ST. STEPHEN'S,20 SIGLAP VIEW YMCA STUDENT CARE CENTRE @ ST. STEPHEN'S SINGAPORE 455789,455789,37354.3538186084,33449.9759391677,1.31878279235375,103.917372254203,20   SIGLAP VIEW
SWISS COTTAGE SECONDARY SCHOOL,3,BUKIT BATOK STREET 34,SWISS COTTAGE SECONDARY SCHOOL,3 BUKIT BATOK STREET 34 SWISS COTTAGE SECONDARY SCHOOL SINGAPORE 659322,659322,18771.7135838792,38529.1941047609,1.36471742697475,103.750396136688,3    BUKIT BATOK STREET 34
TAMPINES MERIDIAN JUNIOR COLLEGE,21,PASIR RIS STREET 71,TAMPINES MERIDIAN JUNIOR COLLEGE,21 PASIR RIS STREET 71 TAMPINES MERIDIAN JUNIOR COLLEGE SINGAPORE 518799,518799,39537.4294200996,39813.7284696326,1.37633346909682,103.936990723441,21   Pasir Ris Street 71
BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL),30,TAMPINES AVENUE 9,BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL),30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565,529565,40848.2810703805,38061.6583322138,1.36048786025607,103.948768900518,30   TAMPINES AVENUE 9
TAMPINES NORTH PRIMARY SCHOOL,30,TAMPINES AVENUE 9,TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565,529565,40843.482626386,38060.3925251346,1.36047641484682,103.948725782833,30   TAMPINES AVENUE 9
AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL,250,TAMPINES STREET 12,AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL SINGAPORE 529426,529426,40270.0982013792,36955.7182075791,1.3504863946694,103.943573098509,250  TAMPINES STREET 12
MOE KINDERGARTEN @ TAMPINES PRIMARY,250,TAMPINES STREET 12,MOE KINDERGARTEN @ TAMPINES PRIMARY,250 TAMPINES STREET 12 MOE KINDERGARTEN @ TAMPINES PRIMARY SINGAPORE 529426,529426,40251.1018029228,36895.6687979829,1.34994333795888,103.943402379754,250  TAMPINES STREET 12
TAMPINES PRIMARY SCHOOL,250,TAMPINES STREET 12,TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 TAMPINES PRIMARY SCHOOL SINGAPORE 529426,529426,40318.132583499,36877.4678724073,1.34977870805929,103.944004684986,250  TAMPINES STREET 12
TAMPINES SECONDARY SCHOOL,252,TAMPINES STREET 12,TAMPINES SECONDARY SCHOOL,252 TAMPINES STREET 12 TAMPINES SECONDARY SCHOOL SINGAPORE 529427,529427,40346.96177861,36820.2178275529,1.34926094811197,103.944263709507,252  TAMPINES ST 12
TANJANG KATONG GIRLS SCHOOL (U/C),20,DUNMAN LANE,TANJANG KATONG GIRLS SCHOOL (U/C),20 DUNMAN LANE TANJANG KATONG GIRLS SCHOOL (U/C) SINGAPORE 439272,439272,34987.7913389215,32209.2362594008,1.3075626184394,103.896107204542,20   Dunman Lane
TANJONG KATONG GIRLS' SCHOOL,20,DUNMAN LANE,TANJONG KATONG GIRLS' SCHOOL,20 DUNMAN LANE TANJONG KATONG GIRLS' SCHOOL SINGAPORE 439272,439272,34955.8368231514,32281.1232958212,1.30821274627283,103.895820094229,20   Dunman Lane
AFTERSCHOOL @ TANJONG KATONG PRIMARY SCHOOL,10,SERAYA ROAD,AFTERSCHOOL @ TANJONG KATONG PRIMARY SCHOOL,10 SERAYA ROAD AFTERSCHOOL @ TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,437259,35421.0272507127,31924.2153390218,1.30498489044822,103.899999965407,10   Seraya Road
TANJONG KATONG PRIMARY SCHOOL,10,SERAYA ROAD,TANJONG KATONG PRIMARY SCHOOL,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,437259,35439.13210571,31954.3963628206,1.30525783246242,103.900162653092,10   Seraya Road
TANJONG KATONG SECONDARY SCHOOL,130,HAIG ROAD,TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD TANJONG KATONG SECONDARY SCHOOL SINGAPORE 438796,438796,35112.2101863576,32338.8930419572,1.30873515955341,103.897225196199,130  HAIG ROAD
TAO NAN SCHOOL,49,MARINE CRESCENT,TAO NAN SCHOOL,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,449761,36706.7907984024,31957.4686842412,1.30528528687321,103.911553152326,49   MARINE CRESCENT
YMCA STUDENT CARE CENTRE @ TAO NAN,49,MARINE CRESCENT,YMCA STUDENT CARE CENTRE @ TAO NAN,49 MARINE CRESCENT YMCA STUDENT CARE CENTRE @ TAO NAN SINGAPORE 449761,449761,36701.1240870273,31882.6860006228,1.30460898085751,103.911502213437,49   MARINE CRESCENT
NASCANS @ TECK GHEE,1,ANG MO KIO STREET 32,NASCANS @ TECK GHEE,1 ANG MO KIO STREET 32 NASCANS @ TECK GHEE SINGAPORE 569299,569299,29968.822170008,38632.1819182038,1.36565018546903,103.851009800453,1    ANG MO KIO STREET 32
TECK GHEE PRIMARY SCHOOL,1,ANG MO KIO STREET 32,TECK GHEE PRIMARY SCHOOL,1 ANG MO KIO STREET 32 TECK GHEE PRIMARY SCHOOL SINGAPORE 569299,569299,29962.9602906732,38625.285902936,1.36558782075966,103.850957126982,1    ANG MO KIO STREET 32
SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL),11,TECK WHYE WALK,SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL),11 TECK WHYE WALK SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL) SINGAPORE 688261,688261,19164.4558974076,40648.8130902648,1.38388660469396,103.753924558586,11   TECK WHYE WALK
TECK WHYE PRIMARY SCHOOL,11,TECK WHYE WALK,TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK TECK WHYE PRIMARY SCHOOL SINGAPORE 688261,688261,19094.0433355458,40622.6493846048,1.38364996834457,103.753291857016,11   TECK WHYE WALK
KOWABUNGA KIDZ TREEHOUSE @ TELOK KURAU PRIMARY,50,BEDOK RESERVOIR ROAD,KOWABUNGA KIDZ TREEHOUSE @ TELOK KURAU PRIMARY,50 BEDOK RESERVOIR ROAD KOWABUNGA KIDZ TREEHOUSE @ TELOK KURAU PRIMARY SINGAPORE 479239,479239,36645.7359166555,34811.4976773225,1.33109611001931,103.911005345855,50   BEDOK RESERVOIR RD
TELOK KURAU PRIMARY SCHOOL,50,BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR ROAD TELOK KURAU PRIMARY SCHOOL SINGAPORE 479239,479239,36637.797290422,34805.9404149763,1.33104585441349,103.910934011337,50   BEDOK RESERVOIR RD
TEMASEK JUNIOR COLLEGE,22,BEDOK SOUTH ROAD,TEMASEK JUNIOR COLLEGE,22 BEDOK SOUTH ROAD TEMASEK JUNIOR COLLEGE SINGAPORE 469278,469278,39379.2891936116,33417.989127459,1.31849283027837,103.935567309385,22   BEDOK SOUTH ROAD
MOE KINDERGARTEN @ TEMASEK,501,BEDOK SOUTH AVENUE 3,MOE KINDERGARTEN @ TEMASEK,501 BEDOK SOUTH AVENUE 3 MOE KINDERGARTEN @ TEMASEK SINGAPORE 469300,469300,40513.5817926126,33275.4610059001,1.31720341663064,103.94575943784,501  BEDOK SOUTH AVE 3
NASCANS @ TEMASEK,501,BEDOK SOUTH AVENUE 3,NASCANS @ TEMASEK,501 BEDOK SOUTH AVENUE 3 NASCANS @ TEMASEK SINGAPORE 469300,469300,40485.2723593181,33328.7385594994,1.31768525061137,103.945505085146,501  BEDOK SOUTH AVE 3
TEMASEK PRIMARY SCHOOL,501,BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,469300,40494.7969370941,33331.1191061512,1.31770677551333,103.945590669163,501  BEDOK SOUTH AVE 3
TEMASEK SECONDARY SCHOOL,600,UPPER EAST COAST ROAD,TEMASEK SECONDARY SCHOOL,600 UPPER EAST COAST ROAD TEMASEK SECONDARY SCHOOL SINGAPORE 465561,465561,40714.4313851139,33133.1948234718,1.31591673150616,103.947564112022,600  UPPER EAST COAST ROAD
PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP,3,ANG MO KIO AVENUE 10,PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP,3 ANG MO KIO AVENUE 10 PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP SINGAPORE 569730,569730,30275.8929835791,38001.4992617127,1.35994649477568,103.853768994775,3    ANG MO KIO AVE 10
TOWNSVILLE PRIMARY SCHOOL,3,ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVENUE 10 TOWNSVILLE PRIMARY SCHOOL SINGAPORE 569730,569730,30282.242298523,38011.0245356523,1.36003263746623,103.853826048327,3    ANG MO KIO AVE 10
ALPHAJOY STUDENT CARE CENTRE,21,CHOA CHU KANG CRESCENT,ALPHAJOY STUDENT CARE CENTRE,21 CHOA CHU KANG CRESCENT ALPHAJOY STUDENT CARE CENTRE SINGAPORE 688268,688268,18371.796668564,42738.3144028578,1.40278303219036,103.746801233973,21   CHOA CHU KANG CRESCENT
UNITY PRIMARY SCHOOL,21,CHOA CHU KANG CRESCENT,UNITY PRIMARY SCHOOL,21 CHOA CHU KANG CRESCENT UNITY PRIMARY SCHOOL SINGAPORE 688268,688268,18374.1775784306,42746.2521210518,1.40285481877246,103.746822625758,21   CHOA CHU KANG CRESCENT
UNITY SECONDARY SCHOOL,20,CHOA CHU KANG STREET 62,UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62 UNITY SECONDARY SCHOOL SINGAPORE 689143,689143,18284.9462911766,42432.2689475045,1.40001524119441,103.74602091483,20   CHOA CHU KANG STREET 62
MOE KINDERGARTEN @ VALOUR,49,PUNGGOL CENTRAL,MOE KINDERGARTEN @ VALOUR,49 PUNGGOL CENTRAL MOE KINDERGARTEN @ VALOUR SINGAPORE 828728,828728,35282.966108459,43253.3683976009,1.40744168163777,103.898762173662,49   Punggol Central
VALOUR PRIMARY SCHOOL,49,PUNGGOL CENTRAL,VALOUR PRIMARY SCHOOL,49 PUNGGOL CENTRAL VALOUR PRIMARY SCHOOL SINGAPORE 828728,828728,35318.1306347065,43186.3631934691,1.40683570215319,103.899078139493,49   Punggol Central
YMCA STUDENT CARE CENTRE @ VALOUR,49,PUNGGOL CENTRAL,YMCA STUDENT CARE CENTRE @ VALOUR,49 PUNGGOL CENTRAL YMCA STUDENT CARE CENTRE @ VALOUR SINGAPORE 828728,828728,35318.1621134095,43189.2733087633,1.40686202016291,103.899078423093,49   Punggol Central
VICTORIA JUNIOR COLLEGE,20,MARINE VISTA,VICTORIA JUNIOR COLLEGE,20 MARINE VISTA VICTORIA JUNIOR COLLEGE SINGAPORE 449035,449035,37644.9179267231,32114.1239029113,1.30670174177479,103.919982704149,20   MARINE VISTA
VICTORIA SCHOOL,2,SIGLAP LINK,VICTORIA SCHOOL,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880,448880,38535.0431807386,32336.5539019071,1.3087130270751,103.927980966639,2    SIGLAP LINK
KNOWLEDGE PARK EDUCARE PTE LTD (WATERWAY PRIMARY),70,PUNGGOL DRIVE,KNOWLEDGE PARK EDUCARE PTE LTD (WATERWAY PRIMARY),70 PUNGGOL DRIVE KNOWLEDGE PARK EDUCARE PTE LTD (WATERWAY PRIMARY) SINGAPORE 828802,828802,37489.1110288324,42308.1257505957,1.39889261226315,103.918585924582,70   Punggol Drive
MOE KINDERGARTEN @ WATERWAY,70,PUNGGOL DRIVE,MOE KINDERGARTEN @ WATERWAY,70 PUNGGOL DRIVE MOE KINDERGARTEN @ WATERWAY SINGAPORE 828802,828802,37462.4590097899,42400.3134934269,1.39972633289763,103.918346464803,70   Punggol Drive
WATERWAY PRIMARY SCHOOL,70,PUNGGOL DRIVE,WATERWAY PRIMARY SCHOOL,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802,828802,37493.0794339096,42300.9820826855,1.39882800626578,103.918621581556,70   Punggol Drive
MOE KINDERGARTEN @ WELLINGTON,10,WELLINGTON CIRCLE,MOE KINDERGARTEN @ WELLINGTON,10 WELLINGTON CIRCLE MOE KINDERGARTEN @ WELLINGTON SINGAPORE 757702,757702,26797.86901474,48145.4921045545,1.45168517614776,103.822516208087,10   WELLINGTON CIRCLE
PRO-TEACH SCHOOLCARE (WELLINGTON),10,WELLINGTON CIRCLE,PRO-TEACH SCHOOLCARE (WELLINGTON),10 WELLINGTON CIRCLE PRO-TEACH SCHOOLCARE (WELLINGTON) SINGAPORE 757702,757702,26778.4759543566,48168.2326828651,1.45189083282189,103.822341940714,10   WELLINGTON CIRCLE
WELLINGTON PRIMARY SCHOOL,10,WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,10 WELLINGTON CIRCLE WELLINGTON PRIMARY SCHOOL SINGAPORE 757702,757702,26774.2225156762,48171.4790451899,1.45192019155475,103.822303719094,10   WELLINGTON CIRCLE
AL-NASRY @ JURONG WEST KINDERGARTEN,743,JURONG WEST STREET 73,AL-NASRY @ JURONG WEST KINDERGARTEN,743 JURONG WEST STREET 73 AL-NASRY @ JURONG WEST KINDERGARTEN SINGAPORE 640743,640743,13073.3688055659,36602.7824090868,1.34729336857901,103.699193660942,1    JURONG WEST ST 72
HDB JURONG WEST BRANCH,518A,JURONG WEST STREET 52,HDB JURONG WEST BRANCH,518A JURONG WEST STREET 52 HDB JURONG WEST BRANCH SINGAPORE 641518,641518,15266.8004766135,36369.5968939532,1.34518553760461,103.718903056774,1    JURONG WEST ST 72
JURONG FIRE STATION,22,JURONG WEST STREET 26,JURONG FIRE STATION,22 JURONG WEST STREET 26 JURONG FIRE STATION SINGAPORE 648126,648126,13751.5866343211,36667.4180235751,1.34787823859638,103.705287822289,1    JURONG WEST ST 72
JURONG WEST FIRE POST,712,JURONG WEST STREET 71,JURONG WEST FIRE POST,712 JURONG WEST STREET 71 JURONG WEST FIRE POST SINGAPORE 640712,640712,12793.0658768788,36056.5338671096,1.34235316411477,103.696675247078,1    JURONG WEST ST 72
JURONG WEST STREET 72,,JURONG WEST STREET 72,NIL,JURONG WEST STREET 72,NIL,13057.9526950015,36470.4456329747,1.3460929412711,103.699057667787,1    JURONG WEST ST 72
JURONG WEST TELEPHONE EXCHANGE,2,JURONG WEST STREET 75,JURONG WEST TELEPHONE EXCHANGE,2 JURONG WEST STREET 75 JURONG WEST TELEPHONE EXCHANGE SINGAPORE 649112,649112,13417.3105635019,36533.7458297648,1.34666919718668,103.702284216027,1    JURONG WEST ST 72
JURONG WEST UNITED TEMPLE,62,JURONG WEST STREET 41,JURONG WEST UNITED TEMPLE,62 JURONG WEST STREET 41 JURONG WEST UNITED TEMPLE SINGAPORE 649408,649408,15402.4515003962,36834.732385125,1.34939210660659,103.720121767733,1    JURONG WEST ST 72
NASCANS @ WEST GROVE,1,JURONG WEST STREET 72,NASCANS @ WEST GROVE,1 JURONG WEST STREET 72 NASCANS @ WEST GROVE SINGAPORE 649223,649223,13047.8179963073,36317.3614973016,1.34471211768915,103.698964212988,1    JURONG WEST ST 72
PCS JURONG WEST CENTRE,452,JURONG WEST STREET 42,PCS JURONG WEST CENTRE,452 JURONG WEST STREET 42 PCS JURONG WEST CENTRE SINGAPORE 640452,640452,15223.1897905823,37076.4469035137,1.35157800634866,103.718510889309,1    JURONG WEST ST 72
WEST GROVE PRIMARY SCHOOL,1,JURONG WEST STREET 72,WEST GROVE PRIMARY SCHOOL,1 JURONG WEST STREET 72 WEST GROVE PRIMARY SCHOOL SINGAPORE 649223,649223,13083.6706046276,36335.8187624309,1.3448790560014,103.699286360581,1    JURONG WEST ST 72
MOE KINDERGARTEN @ WEST SPRING,60,BUKIT PANJANG RING ROAD,MOE KINDERGARTEN @ WEST SPRING,60 BUKIT PANJANG RING ROAD MOE KINDERGARTEN @ WEST SPRING SINGAPORE 679946,679946,20552.577593673,41234.0562994163,1.38917971808454,103.76639772288,60   Bukit Panjang Ring Road
PCF SPARKLETOTS KCARE CENTRE @ WEST SPRING,60,BUKIT PANJANG RING ROAD,PCF SPARKLETOTS KCARE CENTRE @ WEST SPRING,60 BUKIT PANJANG RING ROAD PCF SPARKLETOTS KCARE CENTRE @ WEST SPRING SINGAPORE 679946,679946,20516.7107593995,41222.0864923075,1.38907145830758,103.766075434817,60   Bukit Panjang Ring Road
PRO-TEACH SCHOOL CARE (WEST SPRING),60,BUKIT PANJANG RING ROAD,PRO-TEACH SCHOOL CARE (WEST SPRING),60 BUKIT PANJANG RING ROAD PRO-TEACH SCHOOL CARE (WEST SPRING) SINGAPORE 679946,679946,20536.819112774,41210.4447901417,1.38896618016838,103.766256126816,60   Bukit Panjang Ring Road
WEST SPRING PRIMARY SCHOOL,60,BUKIT PANJANG RING ROAD,WEST SPRING PRIMARY SCHOOL,60 BUKIT PANJANG RING ROAD WEST SPRING PRIMARY SCHOOL SINGAPORE 679946,679946,20530.0971989501,41262.9989389312,1.38944145898943,103.766195711835,60   Bukit Panjang Ring Road
WEST SPRING SECONDARY SCHOOL,61,SENJA ROAD,WEST SPRING SECONDARY SCHOOL,61 SENJA ROAD WEST SPRING SECONDARY SCHOOL SINGAPORE 677737,677737,19854.9273258867,41084.0393943992,1.38782283303782,103.760128840155,61   SENJA  ROAD
BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL),31,SENJA ROAD,BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL),31 SENJA ROAD BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL) SINGAPORE 677742,677742,19871.0048010657,40637.6069141179,1.38378546546228,103.760273432258,31   SENJA ROAD
MOE KINDERGARTEN @ WEST VIEW,31,SENJA ROAD,MOE KINDERGARTEN @ WEST VIEW,31 SENJA ROAD MOE KINDERGARTEN @ WEST VIEW SINGAPORE 677742,677742,19860.00411426,40671.0942005832,1.38408830917172,103.760174573574,31   SENJA ROAD
WEST VIEW PRIMARY SCHOOL,31,SENJA ROAD,WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742,677742,19867.3321747258,40625.4829824362,1.3836758200336,103.760240434318,31   SENJA ROAD
MOE KINDERGARTEN @ WESTWOOD,1,JURONG WEST STREET 73,MOE KINDERGARTEN @ WESTWOOD,1 JURONG WEST STREET 73 MOE KINDERGARTEN @ WESTWOOD SINGAPORE 649188,649188,13215.1381995771,36648.9504975975,1.3477109654722,103.700467520791,1    Jurong West Street 73
PCF SPARKLETOTS KCARE CENTRE @ WESTWOOD,1,JURONG WEST STREET 73,PCF SPARKLETOTS KCARE CENTRE @ WESTWOOD,1 JURONG WEST STREET 73 PCF SPARKLETOTS KCARE CENTRE @ WESTWOOD SINGAPORE 649188,649188,13221.7230902379,36587.4326973073,1.34715462510442,103.700526720098,1    Jurong West Street 73
PRO-TEACH SCHOOLCARE (WESTWOOD),1,JURONG WEST STREET 73,PRO-TEACH SCHOOLCARE (WESTWOOD),1 JURONG WEST STREET 73 PRO-TEACH SCHOOLCARE (WESTWOOD) SINGAPORE 649188,649188,13221.7230902379,36587.4326973073,1.34715462510442,103.700526720098,1    Jurong West Street 73
WESTWOOD PRIMARY SCHOOL,1,JURONG WEST STREET 73,WESTWOOD PRIMARY SCHOOL,1 JURONG WEST STREET 73 WESTWOOD PRIMARY SCHOOL SINGAPORE 649188,649188,13222.5567915821,36590.7433790993,1.34718456606375,103.70053420978,1    Jurong West Street 73
WESTWOOD SECONDARY SCHOOL,11,JURONG WEST STREET 25,WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350,648350,13360.360080882,37315.2708597258,1.35373698510994,103.701772102139,11   JURONG WEST STREET 25
111 PASIR RIS STREET 11 SINGAPORE 510111,111,PASIR RIS STREET 11,NIL,111 PASIR RIS STREET 11 SINGAPORE 510111,510111,41695.0944439005,38898.7607377134,1.36805791982647,103.956378453152,2    PASIR RIS ST 11
114 PASIR RIS STREET 11 SINGAPORE 510114,114,PASIR RIS STREET 11,NIL,114 PASIR RIS STREET 11 SINGAPORE 510114,510114,41537.3936479995,38942.1715945154,1.36845058392966,103.954961424604,2    PASIR RIS ST 11
116 PASIR RIS STREET 11 SINGAPORE 510116,116,PASIR RIS STREET 11,NIL,116 PASIR RIS STREET 11 SINGAPORE 510116,510116,41484.2437950233,38937.07652428,1.36840453035745,103.954483834817,2    PASIR RIS ST 11
117 PASIR RIS STREET 11 SINGAPORE 510117,117,PASIR RIS STREET 11,NIL,117 PASIR RIS STREET 11 SINGAPORE 510117,510117,41510.7127835685,38880.7228657641,1.36789487704032,103.954721651011,2    PASIR RIS ST 11
118 PASIR RIS STREET 11 SINGAPORE 510118,118,PASIR RIS STREET 11,NIL,118 PASIR RIS STREET 11 SINGAPORE 510118,510118,41520.0224889284,38798.2700329274,1.36714920047941,103.954805267521,2    PASIR RIS ST 11
NKF DIALYSIS CENTRE PASIR RIS,180,PASIR RIS STREET 11,NKF DIALYSIS CENTRE PASIR RIS,180 PASIR RIS STREET 11 NKF DIALYSIS CENTRE PASIR RIS SINGAPORE 510180,510180,42101.8170548193,38477.5071034394,1.36424807026658,103.960032931005,2    PASIR RIS ST 11
PASIR RIS CREST SECONDARY SCHOOL,11,PASIR RIS STREET 41,PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934,518934,42067.8542885976,39427.6259528883,1.37284060102246,103.959728202919,2    PASIR RIS ST 11
PASIR RIS FIRE POST,105,PASIR RIS STREET 12,PASIR RIS FIRE POST,105 PASIR RIS STREET 12 PASIR RIS FIRE POST SINGAPORE 510105,510105,41776.6704737842,38945.3207966145,1.36847895344914,103.957111490512,2    PASIR RIS ST 11
PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS 2,187,PASIR RIS STREET 11,PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS 2,187 PASIR RIS STREET 11 PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS 2 SINGAPORE 510187,510187,42019.4105017297,38536.942405913,1.36478561975397,103.959292481623,2    PASIR RIS ST 11
WHITE SANDS PRIMARY SCHOOL,2,PASIR RIS STREET 11,WHITE SANDS PRIMARY SCHOOL,2 PASIR RIS STREET 11 WHITE SANDS PRIMARY SCHOOL SINGAPORE 519075,519075,42200.4040547684,38622.2636750303,1.36555714668553,103.960918869319,2    PASIR RIS ST 11
WHITLEY SECONDARY SCHOOL,30,BISHAN STREET 24,WHITLEY SECONDARY SCHOOL,30 BISHAN STREET 24 WHITLEY SECONDARY SCHOOL SINGAPORE 579747,579747,29027.6163034551,37460.2926999275,1.35505208480649,103.842552378136,30   BISHAN STREET 24
